createdAt,text,sentimen,validasi_h1
2026-04-14 07:28:44,"@MastinSaurus @sampahfhui mastin mastin, pp sama org yg ngetik ko sama. sama sama ga ada otak",Negative,1
2026-04-14 07:29:35,"@MastinSaurus @sampahfhui ""di simpen didalam kepala ya gak masalah"" Itu disimpen di kepala ga? Mereka share isi kepala mereka, ke temennya, jadi bahan candaan. Sekali lagi, ""CANDAAN"". Oh mungkin, itu juga candaan lo di tongkrongan kali ya, jadi Lo merasa juga",Negative,2
2026-04-14 07:29:45,"@sampahfhui begini kalo dikasih makan harta haram kali yak, naudzubillah min dzalik",Positive,1
2026-04-14 07:29:47,@sampahfhui guyssssss plisss harus inget” terus org” nya. nanti klo ada salah satu dri mreka yg nyalon jdi apapun TOLONG JANGAN DIPILIH.,Positive,1
2026-04-14 07:32:49,Kasus dugaan pelecehan seksual di grup WhatsApp mahasiswa UI sedang diusut. Dekanat dan BEM FH UI menggelar forum untuk meminta maaf dari pelaku. https://t.co/UpTKpJlIf8,Neutral,0
2026-04-14 07:33:02,"@MastinSaurus @sampahfhui ngga gitu ya kampang mereka saling menormalisasi kebejatan mereka misal salah satu orang terdekat lu jadi korban dari salah satu member grup kaya begini, masih bisa ngomong yang sama?",Positive,1
2026-04-14 07:33:30,@MastinSaurus @sampahfhui Keliatan banget sampahnya,Positive,1
2026-04-14 07:33:35,"@sampahfhui Ini UI kalo ga drop out mereka semua, udah ajaib sih",Positive,1
2026-04-14 07:34:31,@sampahfhui Parah banget 😭,Positive,1
2026-04-14 07:34:49,@sampahfhui SEKOLAH HUKUM TAPI LUPA ESENSI KEMANUSIAN☹️🥺,Positive,1
2026-04-14 07:35:03,"@MastinSaurus @sampahfhui Mereka mahasiswa loh, punya akal ya harusnya dipake.. jelas udh tau mana yg baik dan buruk, trus kenapa akal2an ngelakuin pelecehan di grup chat? Anak hukum pula.. kenapa ga bahas tugas2 atau dipake diskusi di grup itu, kenapa harus sampe merendahkan perempuan",Positive,1
2026-04-14 07:35:46,"@MastinSaurus @sampahfhui mudah2an, nanti anggota keluarga lu, yang cewek, atau mungkin cewek/cowok lu, berada di posisi korban. shame on you.",Positive,1
2026-04-14 07:36:55,@sampahfhui sakit sih tu org,Positive,1
2026-04-14 07:37:48,"@naay_killa @sampahfhui lah sakit lu yah? itu dh jelas pelecehan apalagi udh bawa” nama kampus. emang harus nunggu ada kejadian perkaosan dulu baru ditindak, be smart girlllsss lu perempuan tapi seakan” lu juga mojokin korban, coba kalo foto lu di jadiin bahan sama mereka terima lu?",Positive,1
2026-04-14 07:44:31,@sampahfhui najis,Positive,1
2026-04-14 07:44:53,"@sampahfhui Wah, jurusan hukum katanya paling paham UU ITE sama KUHP, tapi nyatanya malah bikin grup buat latihan jadi tersangka massal.",Positive,1
2026-04-14 07:46:47,@MastinSaurus @sampahfhui Ngemeng terus otak udang satu ini,Neutral,0
2026-04-14 07:47:24,@MastinSaurus @sampahfhui Dari tulisannya tergambar isi kepalanya...sampah busuk yang layak dijauhi,Positive,1
2026-04-14 07:47:31,"@sampahfhui @FakultasHukumUI @alsalcui @ilmsfhui @ppksui @HMIFHUI kalau ga di do, PARAH!",Positive,1
2026-04-14 07:49:40,"@sampahfhui Mantanku cowok anak alumni univ Pancasila juga gini, ada temen cewek yg kesebar foto bugilnua langsung di goreng abis2an. Sok paling mantep",Positive,1
2026-04-14 07:50:51,@sampahfhui normalize pukulin cowo cowo yang isi grupnya begini,Positive,1
2026-04-14 07:55:43,@sampahfhui Miriss,Neutral,0
2026-04-14 07:56:16,"@tsetchaiklatte @greencanyonmoon Lo ga ngejawab, kapan dirugikan secara moril? Ketika chat tersebar atau sebelum chat tersebar (privat), btw, ini delik aduan, korban lah yg harus ngadu, kenapa ngadunya pas chat tersebar? coba dipake logikanya jangan yapping aja",Negative,2
2026-04-14 07:57:55,@revol7hink @tsetchaiklatte ya mantannya si pelaku (munif) itu ngebuka chat cowoknya (gtau itu emang sengaja apa kagak) jadi dia nyuruh munif sebarin chatnya. lu klo mau salahin si mantan gw gedig palalu,Negative,1
2026-04-14 07:59:12,@MastinSaurus @sampahfhui ya itu kalo disimpen dalam kepala gak masalah. ini dah jadi masalah soalnya udah gak di dalam kepala,Positive,1
2026-04-14 07:59:47,@sampahfhui Dari luar si berpendidikan tapi otaknya gen z memang isinya fefek semua dari ya culun sampai yg bandel,Positive,1
2026-04-14 08:00:57,Respon BEM FH UI Terkait Skandal Pelecehan: Desak Rektorat Keluarkan 16 Mahasiswa Terlibat https://t.co/mcOLxXhI2S,Positive,1
2026-04-14 08:01:11,@MastinSaurus @sampahfhui Maknya laim kali kalo temen cepu kick aja dari group aowkwkkw,Negative,2
2026-04-14 08:01:11,"@Ritzhy1 @kyutbrahhu Kalau kakak atau ade perempuan lu atau pacar lu deh di omongin dibelakang begitu, berati lu Terima dong dilakukan pelecehan secara verbal dan itu normal buat lu bisa menerima itu ya gak ? Hal yang udah lumrah di tongkrongan temen2 laki-laki lu.",Positive,1
2026-04-14 08:07:04,"@revol7hink @tsetchaiklatte Malu-maluin nanya delik pidana tapi nyebutnya KUHAP, terus UU TPKS diketik TPSK. Sebelum ngajarin orang 'berpikir logis', mending belajar bedain Hukum Materiil sama Hukum Acara dulu sana. Dan fyi, eksploitasi visual tanpa consent di ruang privat itu msuk KSBE di UU TPKS Pasal 14.",Positive,1
2026-04-14 08:09:51,"@MastinSaurus @sampahfhui jangan"" elu juga pelaku beginian lagi wkwk 😹😹",Positive,1
2026-04-14 08:10:02,@sampahfhui mereka ini belajar hukum hanya untuk menyalah gunakan hukum itu sendiri ya? wkwk,Positive,1
2026-04-14 08:10:44,"@sampahfhui gais, aku ketinggalan berita karena sibuk sama tugas, tolong jelasinn dong kronologi nya gimana ini plis pliss",Neutral,0
2026-04-14 08:12:22,"So sorry to hear that you were on that position. Di satu sisi kasus ini bisa jadi wadah yang baik untuk membangun awareness sih. Tapi aku pribadi sih berharap kekecewaan-kekecewaan kita soal problem struktural tidak diproyeksikan mentah-mentah ke kasus ini dan melihat bobot permasalahannya secara proporsional. Menurutku perlu juga fokus pada pendekatan untuk rekonsiliasi korban dan rehabilitasi pelaku. Kalau rehabilitasinya adalah men-DO mahasiswa, menurutku itu bagian cuci tangannya FH UI aja sih. Kenapa rehabilitasi jadi isu serius? Karena seperti semua kejahatan lainnya, pelaku pada akhirnya akan diintegrasi kembali ke masyarakat, harapannya sudah bisa berperilaku secara wajar. Jangan sampai, kita membiarkan pelaku ""diasingkan"" tanpa treatment, kabur ke luar negeri, dan tidak pernah belajar apa-apa dari sini. Apalagi, kita tau background mereka juga dari kalangan elit.",Negative,0
2026-04-14 08:12:37,"Trigger Warning: Pembahasan pelecehan seksual (KS) Melihat kasus KS di FHUI baru-baru ini, aku sadar bukan kecil kemungkinan masih ada yang menganggap remeh dan mikir, “Cuma obrolan di grup pribadi kok, nggak perlu dibesar-besarkan.” Mungkin bisa teman-teman lihat di lingkungan sekitar. Aku pun melihat bagaimana tanggapan, ""Cuma gitu aja kok digede-gedein."" banyak sekali terlontar. Padahal hal sekecil itu bisa berdampak sangat besar bagi korbannya. Kata-kata yang seolah “ringan” bisa meninggalkan rasa malu, trauma, dan kehilangan rasa aman yang lama sekali pulihnya. Puji syukur masyarakat kita sekarang jauh lebih reaktif. Banyak yang langsung mengecam dan membela korban. Ini kemajuan yang patut diapresiasi. Maka dari itu, jangan takut untuk bersuara. Sesuatu yang dilakukan kepadamu tanpa konsen, atau ada yang membahas hal-hal sensitif/berbau seksual yang membuatmu tidak nyaman sudah bisa dikategorikan sebagai pelecehan seksual. Kamu berhak merasa tidak nyaman. Kamu berhak bersuara. Dan kamu sangat berhak mendapat pembelaan serta perlindungan. Jika diperkenankan sharing sedikit, aku mau berbagi pengalaman. Dulu sewaktu baru masuk SMA, aku pernah mengalami kejadian yang luar biasa memalukan. Dijadikan bahan olokan karena pakai bra dengan warna gelap yang otomatis kelihatan di seragam putih sekolah. Maklum seragam putih SMP-ku gak tembus, jadi gak mikir sejauh itu🤏. Sewaktu curhat ke kakak-kakak dan pengurus yayasan (waktu itu lagi dalam program beasiswa di yayasan), mereka cenderung menyepelekan, memandang seolah aku cuma berlebihan. Bahkan menyalahkan karena seceroboh itu. Reaksi serupa juga terjadi waktu aku jadi korban om-om kenet bis pas mau pulang dari kegiatan persami di SMA. Dia nyuruh aku pindah ke tempat duduk belakang pintu bis, padahal bis lagi sepi banget. Bodohnya karena dipaksa dan aku takut, akhirnya nurut aja. Ternyata dia mau masukin anuannya ke sela-sela paha awokwokwok. Untung waktu itu tasku gede, jadi bisa aku taruh di depan dan ngalangin dia macem-macem lagi. Waktu aku cerita? It's just the same, ""itu cuma hari malang yang tak berbau, lupakan aja,""they said. Padahal kalau memang dirasa salah, silakan ditegur dan diberi nasihat, tapi jangan lupa untuk didampingi. Sudah ditimpa kemalangan masih aja disalahkan. Rasanya dulu— atau mungkin sekarang pun masih— para korban memang dibentuk untuk memaklumi kebejatan dunia, baik itu perempuan atau laki-laki. Bahkan saat menulis ini pun aku masih berpikir kejadian yang aku alami nggak ada apa-apanya. Lucu jika dipikirkan ulang, tapi tidak kalau sedang kamu lalui sendiri. Padahal diamnya korban justru yang bikin pelaku merasa aman untuk mengulangi. Ada beberapa kejadian 'remeh' lain seperti ketika ngobrol dengan bapak-bapak karena suatu kegiatan kampus dan mereka melontarkan jokes tentang 'anakonda' padahal banyak perempuan yang ikut dalam forum. Banyak deh hehe, hanya sudah lebih kuat secara mental jadi default tersenyum aja kemudian pergi. Kalau kamu mengalami ini atau bahkan lebih parah, bisa pilih langkah-langkah di bawah: 1. Amankan diri dulu (jauh dari pelaku kalau memungkinkan). 2. Kumpulkan & simpan bukti jika ada 3. Cerita ke orang terpercaya. 4. Laporkan ke satgas PPKS kampus (kalau di lingkungan kampus), polisi, lembaga bantuan hukum/pendamping korban KS. 5. Dapatkan pendampingan (hukum & psikologis). 6. Ekspos publik jika memang diperlukan dan aman. Nggak mengambil langkah besar juga gapapa kok, sekarang itu banyak orang baik yang pastinya mau mendengarkan dan mendukung kamu. Pilih opsi yang buat hidup kamu lebih tenang dan nyaman. Sertaaaa peluk erat untuk kita. I know it's hard right now. But everythings gonna get better, dear. Don't be afraid to talk. Jangan merasa rendah dan menyalahkan dirimu sendiri. You're still a perfect human being💜 Foto pemanis diambill dari pinterest.",Positive,1
2026-04-14 08:13:18,@sampahfhui sakjiw kata gue,Positive,1
2026-04-14 08:13:41,"@sampahfhui Teman seangkatan ku juga gini wkwkwkk padahal mah dari luar keliatan anak baik baik, ga expect bisa nglakuin hal gituan terus foto temen cewek juga baru tau kalo ada yang dibuat c*li, bjngn emak laki"" semua tuu",Positive,1
2026-04-14 08:15:31,"@MastinSaurus @sampahfhui ""Selama di simpen didalam kepala ya gak masalah"", then simpan lagi opini jelek lu ini di dalam kepala lu itu. Malah menormalisasikan, sakit.",Positive,1
2026-04-14 08:15:55,"@sampahfhui Udh paling bener, jadi mahasiswa kupu-kupu 😂😂",Neutral,0
2026-04-14 08:17:17,"@sampahfhui Pdhl fakultas hukum tpi kelakuannya mines bgt, apa mrk gak mikir chat beginian jd Boomerang buat mrk sdr??",Positive,1
2026-04-14 08:20:35,@sampahfhui Kok bisa ya itu satu grup kaya gituh kelakuanya,Neutral,0
2026-04-14 08:22:06,"Dari kasus FH UI yang lagi rame ternyata masih banyak yang menganggap sepele dengan kata-kata ""oh gitu doang"", pdahal persoalan ini sangat krusial.. Pertama mereka mahasiswa hukum yang suatu saat akan menjadi pengacara, jaksa, dan hakim.. Kedua mereka mungkin suatu saat akan menangani kasus pelecehan seksual.. Sangat mengkhawatirkan jika membayangkan bagaimana para korban akan merasa aman dan mengandalkan mereka, jika trnyata isi pikiran mereka juga seperti itu..",Positive,1
2026-04-14 08:24:30,"@sampahfhui gue punya bbrp temen anak FH UI (udh pada lulus sih setau gw) dan kebetulan mutualan di IG, mereka semua diem gaada yg speak up. something wrong?",Neutral,0
2026-04-14 08:24:47,@sampahfhui Kok bisa akhirnya ke leak Gimana ceritanya,Neutral,0
2026-04-14 08:24:53,@sampahfhui Harus dihukum sih orang-orang kayak gini biar jera,Positive,1
2026-04-14 08:25:22,@sampahfhui Namanya juga cowok,Negative,2
2026-04-14 08:25:44,@sampahfhui NAJIS AJGGG,Neutral,1
2026-04-14 08:26:49,@sampahfhui NAJIS NAJIS NAJISSS,Neutral,1
2026-04-14 08:26:57,"@MastinSaurus @sampahfhui KALO ORANG PIKIRANNYA GITU, ARTINYA PIKIRANNYA YANG GA BENER KOCAK. MALAH DINORMALISASI ANJ",Positive,1
2026-04-14 08:28:27,@MastinSaurus @sampahfhui DONGO BGT ANJENG,Neutral,1
2026-04-14 08:30:10,"@sampahfhui actually insane how a bunch of grown, educated men still be treating sexual harassment in the gc like its sum kinda achievement or peak comedy 😂 like u really sat there, typed all that shit, sent it and thought it makes u look good?? wild.",Positive,1
2026-04-14 08:32:58,"@Ritzhy1 @Ziiziaaa444 @kyutbrahhu Cepu? Lu anak madrasah kan? Soalnya gw jadi korban pemukulan karna Cepuin mereka ke guru, makanya itu hari ini gw berani Cepu demi masyarakat",Positive,1
2026-04-14 08:33:39,"@sampahfhui Sickk. Belajar hukum tapi kelakuan pada melanggar hukum, padahal yang ngelahirin dia pada juga perempuan loh, otak nya dimana si",Positive,1
2026-04-14 08:35:15,"@MastinSaurus @sampahfhui Yaudah kalo emak lo jadi objek bapak2 tongkrongan sebelah rumah, diomongin kalo pengen nenen ke emak lo boleh ya? Trus dibilang tobrut gapapa kan? Lo sbg anak gak berhak marah kan katanya bukan kekerasan seksual",Positive,1
2026-04-14 08:35:45,Lah ternyata yg bocorin ss grup chat mesum FH UI itu anggotanya juga. Itu juga karena ketauan pacarnya. Ngeposisiin diri jadi whistle blower pula. No! Lu justice collaborator. Lu pelaku juga tapi lu bersedia bongkar2 kelakuan temen2 lu yg terlibat. Ini kemaren ada yg nebak pas.,Neutral,0
2026-04-14 08:36:08,@sampahfhui lha dulu postingan FUFUFAFA bukan nya mirip2 bahas Sus* gpp juga kan 😬 malah naik daun,Negative,2
2026-04-14 08:36:33,"@Ritzhy1 @chvyesshiee @_skobeloff @kyutbrahhu dih gblok dikira pelecehan tuh kalau dilakuin di rl doang apa ya. tlol tlol tlol, udh dikasih tau ngeyel lgi najis",Positive,1
2026-04-14 08:36:43,@sampahfhui Kalo pelaku KS di kampus agama dan jurusan agama kira-kira apa tanggapan kalian guys? #viral #pelaku #uinciputat #semuaorang #beranda #fyp https://t.co/1yvhyCUCQo,Neutral,0
2026-04-14 08:37:32,"@MastinSaurus @sampahfhui Sok suci matamu sok suci, bejat mah bejat aja, dikira semua isi kepala orang sebejat lu pada, kocak bgt maksain opini pribadi lu",Positive,1
2026-04-14 08:39:40,@sampahfhui Gw kira gw gak normal soalnya kalo kumpul sama tongkrongan cwok2 kalo udh bahas body parts cwek langsung gw tinggalin 😭,Positive,1
2026-04-14 08:42:07,"@sampahfhui selama tidak ada, maaf, perkosaan. haruse ini bukan DOSA BESAR dalam istilah saya.",Negative,2
2026-04-14 08:44:44,@sampahfhui Chat ini bisa bocor brrti ada yg cepuin kan?,Neutral,2
2026-04-14 08:49:48,"@Ritzhy1 @pikderr @akasiaaaaaaa @kyutbrahhu Gini nih, pake akal sehat dan pake logika, menurut lu pelecehan itu bukan kejahatan? Serius gw tanya nih",Positive,1
2026-04-14 08:50:30,@MastinSaurus @sampahfhui Lagian cowo-cowo ngapain ghibahin orang yang sama sekali ga ghibahin dia? Bencong kah 🤣,Positive,1
2026-04-14 08:52:36,@sampahfhui bahkan yg berpendidikan tinggi aja gbs menjamin kl kelakuanny bener wkwk,Positive,1
2026-04-14 08:53:04,"@sampahfhui ya ampunn, padahal penerus bangsa semua ini :(",Positive,1
2026-04-14 08:55:09,"@sampahfhui ga abis pikir si, sekelas mahasiswa ui loh?? univ top, mereka melakukan kesalahan dengan sadar loh",Positive,1
2026-04-14 08:55:17,"@sampahfhui tahun 1992 di FMIPA UI saya ikut organisasi rohis, belum ada wa, kalau ada wa mungkin tidak bahas hal vulgar jg. di umur saya kepala 5, saya anggap kenakalan mahasiswa FHUI sbg bukan hal besar.memang tidak patut. minta maaf secara gentle, sanksi 1 semester misalnya, selesai.",Negative,1
2026-04-14 08:55:55,@sampahfhui kata najis pun masih terlalu baik kalo disandingkan sama mereka,Positive,1
2026-04-14 08:55:59,"@sampahfhui Makin ke sini makin gendeng Mahasiswa nya,,,bener bener kurang ajar,🤦🥴👊",Positive,1
2026-04-14 08:56:05,@sampahfhui kebanyakan nonton porn# jadi gitu otak nya ga bisa mencerna yang baik lagi,Positive,1
2026-04-14 08:56:09,@sampahfhui Ini yang ngespill salah satu dari anggota grup juga ya?,Neutral,0
2026-04-14 08:57:16,"@sampahfhui mw tanya dong, ss annya ko bisa kesebarrr? pls me ketinggalan berita.. Apakh ada circle nya yg cepu apa gimanaaa",Neutral,0
2026-04-14 08:58:26,"@Ritzhy1 @kyutbrahhu Ini pelecehan udah ada korban, udh pd ngelapor korban, lah group bokep bertebaran ada yg lapor kaga?",Positive,1
2026-04-14 09:00:33,@MastinSaurus @sampahfhui obrolan tongkrongan lo kayak gini? sampah wkwk,Positive,1
2026-04-14 09:06:41,"@sampahfhui Dasar MUNAFIQ, bocah hukum langgar hukum",Positive,1
2026-04-14 09:08:25,@MastinSaurus @sampahfhui lu dongo apa gimana blok,Positive,1
2026-04-14 09:10:50,"@MastinSaurus @sampahfhui Gak usah sok cari pembelaan deh. Kalau misal gak setuju mending diem. Dengan lu koar koar begini, membela mereka yg jelas UDAH SALAH perilakunya. Berarti sama aja lu nunjukin terang²an kalau lu gak jauh beda kayak orang yg lu bela itu. Mana pakai bahasa yg... Begitu jga lagi...",Positive,1
2026-04-14 09:11:05,@sampahfhui @sukafib heh ini tolong nih kampus nguning lu,Positive,1
2026-04-14 09:12:12,"@sampahfhui Laki-laki sampah, nggak punya otak",Positive,1
2026-04-14 09:14:30,Skandal Chat Mesum FH UI 16 Mahasiswa Terancam DO Massal https://t.co/2z2G54basX,Neutral,0
2026-04-14 09:23:49,@sampahfhui Jokes tongkrongan khas cowo-cowo katanya 😹😹😹,Negative,2
2026-04-14 09:25:05,"@MastinSaurus @sampahfhui Begini memang, opini dari orang yang isi otaknya kebanyakan ttg binatang, alat kelamin, senggama, dan makian.",Positive,1
2026-04-14 09:25:11,@sampahfhui Orang sakit orang sakit orang sakit jiwa,Positive,1
2026-04-14 09:26:15,@sampahfhui Sakit bgt bacanya sebagai cewe💔,Positive,1
2026-04-14 09:28:33,@revol7hink @tsetchaiklatte yang penyebar juga pelaku KS dalam grup ya pidananya dobel setanyahu 😹😹,Negative,2
2026-04-14 09:32:25,"@sampahfhui @ikhwnnzzz38258 @azwaeclipse0410 ga waras. top univ tapi mahasiswanya iblis, kelakuannya bejat banget sumpah. gini prilaku our future lawyer? bahkan orang tuanya ngebela mereka like, really? anak mami papi huhuu 🥺🥺",Positive,1
2026-04-14 09:33:04,@revol7hink @MastinSaurus @sampahfhui justru yg lebih bikin so called korban malu ya yg ngumbar grup chat privatnya. jago juga tuh akun bisa dapet cepu drmn coba?,Negative,2
2026-04-14 09:39:06,"@MastinSaurus @sampahfhui bukan masalah share/g share nya mon maap, permasalahan ini menyangkut ap dlu HAA??bacaa!",Positive,1
2026-04-14 09:41:18,Ketua Badan Eksekutif Mahasiswa (BEM) FH UI Anandaku Dimas Rumi Chattaristo mengatakan semula pelaku yang bersedia masuk ruangan hanya dua dari 16 orang pelaku. Hal ini disebabkan orangtua pelaku yang menahan 14 (orang) lainnya ujar Dimas. Baca selengkapnya: https://t.co/WEDZMPxVhL,Neutral,0
2026-04-14 09:42:00,"@sampahfhui Dalam keadaan sadar bahwa itu salah but then laughing and continued because they're ""lowkey DPR"" is like the stupidest, disgusting, mindset EVER. As a woman, I can't even feel safe in this world because of those ppl with that ass mindset! #WomanDeservesPeace",Positive,1
2026-04-14 09:45:19,@sampahfhui Berarti mereka nggak ngakuin kesalahan.. liat aja pasti bakal main lebih aman lagi tuh mereka semua. 🤧,Positive,1
2026-04-14 09:47:01,@sampahfhui @gooodpapa Stresss!!,Neutral,1
2026-04-14 09:49:23,"@sampahfhui Padahal itu grup privat, dah jelas sih yang salah itu yg share, bikin keributan di publik.. Gak munafik, rata"" Pasti isi kepala cowo begituan, tapi mereka pendam di kepala, nah ini kek tempat mereka meluapkan isi pikiran mereka cuma malah disebar orang.. Ribut dah.",Negative,2
2026-04-14 09:50:32,"@Ritzhy1 @MomodamGen2 @kyutbrahhu rill guoblok di pelihara njirr ni org, tandain ni di rl, tkt ketemu org kek gini, cacat berpikir dan cacat logika, intinya mau dilingkup pribadi atau bukan, yg namanya melecehkan itu gak boleh, masa gitu aja gak tau, gak bermoral samsek, Jan sampe ketemu di rl, bisa abis lu bang",Positive,1
2026-04-14 09:51:39,Euy belajar dari kasus KS FH UI pelecehan seksual itu bukan cuma fisik aja tapi termasuk juga nonfisik bahkan kekerasan seksual berbasis elektronik... https://t.co/4kIDf1Kk6j,Neutral,0
2026-04-14 09:53:27,"@sampahfhui Nih orang kuliah ui pinter kaya, tp kelakuannya kek dinafkahi yg gak halal",Positive,1
2026-04-14 09:55:03,"@Ritzhy1 @kyutbrahhu tunjukin muka lu dong pen liat secakep apasi, pelecehan di normalisasikan kocak otak lu dimana dongo, semoga kalo punya anak cewe anaknya digituin mau ga, pasti ngamuk kan",Positive,1
2026-04-14 09:55:11,"@sampahfhui semoga tu semua orang yg terlibat dikasih impoten sama Alloh seumur hidup dan jomblo sampai mati ga ada yg mau, mati sendirian di dunia dan alam baka. amiiiinnnnnn.",Positive,1
2026-04-14 09:56:05,@sampahfhui Najiss bgt bacanya 🤮 ternyata sekolah tinggi ga menjamin otak dan prilakunya bagus. Stop normalisasi chat kotor/candaan mesum!!!,Positive,1
2026-04-14 09:56:56,"@MastinSaurus @sampahfhui Gak pernah ngerasain yah di lecehin, next moga lu dilecehkan sesama cowok yah biar paham",Positive,1
2026-04-14 09:58:06,@sampahfhui Sick banget. Jijik.,Positive,1
2026-04-14 10:02:42,"@sampahfhui muka kaya orang bener, kelakuan ngelebihi iblis",Positive,1
2026-04-14 10:03:36,"@Ritzhy1 @kyutbrahhu semoga ibu lo, adik/kakak perempuan lo merasakan apa yang korban rasakan, lo gabakal mati kalo lo belum MERASAKAN.",Positive,1
2026-04-14 10:03:54,@MastinSaurus @sampahfhui what?? serius lu ngomong gini? kalau adek atau kakak lu yg jd bahan omongan pelecehan gini lu nyuruh adek lu sabar aja?,Positive,1
2026-04-14 10:16:06,"@Ritzhy1 @kyutbrahhu u so dumbass bro, lu kira pelecehan itu cuma di rl doang baru bisa ditindak? atau lu bru keluar dri goa jdi gtau ap2 n lu dgn argumen dr jman Majapahit lu pertahanin? nah it's a shit bro. lu kalo mines literasi gausah nyocot doang sok keras ngatain org2 gblok lah pdhal lu aj slah",Positive,1
2026-04-14 10:17:07,@Ritzhy1 @kyutbrahhu cuman di indonesia pelaku pelecehan tdk dianggap salah bakalan viral nih akun lu cepat atau lambat netizen bakalan spill semua data diri lu ama klrga lu kesebar dah nomor wa ortu lu ntr,Positive,1
2026-04-14 10:18:26,"@sampahfhui Calon intelektual tapi mentality-nya begini? Truly a disgrace. Kalau di lingkungan pendidikan aja nggak bisa saling menghargai, gimana nanti pas pegang 'power' di masyarakat? 📉",Positive,1
2026-04-14 10:19:00,"@sampahfhui Anak hukum melanggar hukum 🤦🏻‍♀️🤦🏻‍♀️,mereka lahir dari rahim perempuan,tapi mereka lecehin perempuan.kalian sehat????",Positive,1
2026-04-14 10:21:00,"@MastinSaurus @sampahfhui anda sendiri yang bilang ""selama di simpen didalam kepala ya gak masalah"". kalau sampe dibahas di grup yg notabenenya banyak orang bisa lihat, apakah itu bentuk perwujudan kalimat disimpen di kepala? engange ur brain before you speak.",Positive,1
2026-04-14 10:24:00,@sampahfhui Ni yg kalian sebut lakik abis? Definisi cowok macho? Najis banget otaknya ga kepake,Positive,1
2026-04-14 10:25:00,"@sampahfhui grup kumpulan org stress, jgn sampe masi dikasi tempat di masyarakat",Positive,1
2026-04-14 10:25:00,@sampahfhui orang-orang kek gini cocoknya diarak keliling rektorat sambil dilempar telur busuk,Positive,1
2026-04-14 10:25:00,"@sampahfhui no mercy for fucking predators. don’t let them succeed, don’t let them move on like nothing happened",Positive,1
2026-04-14 10:26:00,@sampahfhui SAKIT JIWAAAAAAA,Positive,1
2026-04-14 10:26:00,@sampahfhui they r sick,Positive,1
2026-04-14 10:41:00,@sampahfhui najiss bgt sumphhhh,Positive,1
2026-04-14 10:43:00,@sampahfhui @m63eir Ya Allah kirimkan musibah untuk orang² ini pls. karma do your magic..,Positive,1
2026-04-14 10:45:00,"@MastinSaurus @sampahfhui Simpel saja, biarpun cuma becanda, mau kah sampean jika Anak Perempuan/Saudari/Ibu/Bude/Tante/Pacarmu diobjektifasi seksual begitu? Jawab dong?",Positive,1
2026-04-14 10:46:00,"@MastinSaurus @sampahfhui Pala kau lah udh bener Jelas""ngelecehin cewe, malah ngebela pelaku Emng rada miring otak yg ngebela pelaku ini ya",Positive,1
2026-04-14 10:48:00,@MastinSaurus @sampahfhui Ini sebenernya ada 2 point yg menurut gua kalau dibahas panjang banget pertama jelas point tingkah laku pelaku dan kedua point privasi di bagian chat grup wa private yg di sebar,Neutral,2
2026-04-14 10:50:00,"@MastinSaurus @sampahfhui lu pas sekolah tuh belajar kaga si? serius dah lu dirumah atau di lingkungan lu tuh kaga di ajarin soal bentuk"" pelecahan kah? mau bentuknya cuma di chat atau dari mulut a ke mulut b apa lagi menyangkut orang lain yg dijadikan objek TETEP PELECEHAN BLOG",Positive,1
2026-04-14 10:53:00,@sampahfhui Sampah masyarakat,Positive,1
2026-04-14 10:54:00,@sampahfhui Mirisnyaaa,Neutral,1
2026-04-14 10:56:00,"@sampahfhui SAMPAH MASYARAKAT!! Semoga UI dan hukum memberi keadilan terhadap korban. Poor baby, wish you all the best guys!!🤍🍀",Positive,1
2026-04-14 10:57:00,@sampahfhui ngerasa ga aman banget jadi cwe...,Positive,0
2026-04-14 11:02:00,"@MastinSaurus @sampahfhui Kalo ini grup privat. Katakanlah di grup WA, sisi masalah nya sekira nya dimana?",Neutral,2
2026-04-14 11:06:00,"@MastinSaurus @sampahfhui gw setuju sama mastin untuk masalah private grupchat nya, tapi gw gak setuju untuk masalah pelecahannya.. karena menurut keyakinan gw, karna ini isi grup isinya banyak pelecehan... gw yakin otak mereka itu ya kalo gak meqi ya tt, apalagi kalo otak2 orang begini punya ""kekuasaan""-",Positive,1
2026-04-14 11:06:00,"@MastinSaurus @sampahfhui dongo, dikata pelecehan cm grepe sm perkosa doang? justru dr grup kaya gt lebih bahaya, bisa ngebentuk cara pikir dan bikin hal kayak gitu jadi dianggap biasa, contohnya ya km sendiri tauga sih dr hal kaya gt bisa jd awal dr perilaku yg lebih jauh? yg dampaknya lebih besar",Positive,1
